"SourceFile","RangeStartDate","RangeEndDate","AwardDate","AwardNoticeDate","TenderCaseNo","TenderName","TenderOrgName","TenderOrgAddr","ContactPerson","TenderTel","ProcurementType","ProcurementAttr","TenderAwardWay","TenderAwardPrice","BidderSuppName","BidderSuppAddr","NotObtainSuppName"
"award_20210101.xml","2021/01/01","2021/01/15","2021/01/04","2021/01/05","109778J","微創骨盆懸吊系統二年單價開口契約","臺北榮民總醫院","112臺北市北投區石牌路2段201號","范碧珠","(02)28757250分機","公開招標","財物類","最低標","16450000","稚庭企業股份有限公司","106臺北市大安區敦化南路2段180號8樓",""
"award_20210101.xml","2021/01/01","2021/01/15","2021/01/05","2021/01/07","3710900415","110年度中9機SCC及底灰設備大修工作","台灣電力股份有限公司台中發電廠","434臺中市龍井區麗水里龍昌路1號","邱瑞裕","(04)26302123分機2611","公開招標","勞務類","最低標","16800006","泓德工程行","508彰化縣和美鎮頭前里和頭路５６２巷６２弄１３號１樓（限辦公室使用）",""
"award_20210101.xml","2021/01/01","2021/01/15","2021/01/05","2021/01/18","110A028","110年及111年資源回收管理基金責任業者營業量申報輔導專案工作計畫","行政院環境保護署","100臺北市中正區中華路一段83號","沈美智;周宜妙","(02)23705888分機3407;2482","限制性招標(經公開評選或公開徵求)","勞務類","準用最有利標","27500000","環資國際有限公司","108臺北市萬華區中華路1段90號7樓",""
"award_20210101.xml","2021/01/01","2021/01/15","2021/01/05","2021/01/15","KCLP-10006","高雄榮總醫療設備集中採購計7項","高雄榮民總醫院","813高雄市左營區大中一路386號","俞聖衛","(07)3422121分機5115","公開招標","財物類","最低標","6220000","捷仕迪企業有限公司","717臺南市仁德區太子里太子四街25巷9號","信士康醫材股份有限公司"
"award_20210101.xml","2021/01/01","2021/01/15","2021/01/05","2021/01/07","B1091003","前鎮漁港下水道系統整建工程(高雄污水區部份)委託專案管理(含監造)技術服務案","高雄市政府水利局","830高雄市鳳山區光復路二段132號","污營科-蔡榮泰","(07)7995678分機2105","限制性招標(經公開評選或公開徵求)","勞務類","準用最有利標","12938960","環興科技股份有限公司","105臺北市松山區南京東路5段171號12樓",""
"award_20210101.xml","2021/01/01","2021/01/15","2021/01/05","2021/01/15","1090088050","台9線325k+900-328k+800瑞豐永安段道路拓寬工程","交通部公路總局第三區養護工程處","920屏東縣潮州鎮光復路259號","工務科楊淵竣","(08)7893456分機1107","公開招標","工程類","最有利標","739329630","瑞鋒營造有限公司","813高雄市左營區富國路185號9樓之1",""
"award_20210101.xml","2021/01/01","2021/01/15","2021/01/05","2021/01/13","110C011","全國清潔同仁工作服共同供應契約-短袖POLO衫與工作褲","行政院環境保護署","100臺北市中正區中華路一段83號","謝適旬;周宜妙","(04)22521718分機53683","公開招標","財物類","最有利標","84000000","神采時尚事業股份有限公司","242新北市新莊區五權二路10號","度力實業有限公司"
"award_20210101.xml","2021/01/01","2021/01/15","2021/01/05","2021/01/13","A2S200831","臺中港監控系統年度修護、維護及清潔保養作業","臺灣港務股份有限公司臺中港務分公司","435臺中市梧棲區臺灣大道十段二號","陳小姐","(04)26642621分機","公開招標","勞務類","最低標","6300000","佾聯網企業有限公司","235新北市中和區圓通路417之12號",""
"award_20210101.xml","2021/01/01","2021/01/15","2021/01/05","2021/01/25","110TFDA-S-524","「110年F棟機電設備維護保養委外採購案」","衛生福利部食品藥物管理署","115臺北市南港區昆陽街161-2號","朱津豪","(02)27877848分機","限制性招標(經公開評選或公開徵求)","勞務類","準用最有利標","4760000","至翊企業有限公司","115臺北市南港區玉成街166巷4號","普泉工程股份有限公司"
"award_20210101.xml","2021/01/01","2021/01/15","2021/01/05","2021/01/13","M109112401","四河局110年移動式抽水機維護保養及運輸操作搶險","經濟部水利署第四河川局","524彰化縣溪州鄉尾厝村中山路三段640號","余富群","(04)8898768分機","公開招標","勞務類","最低標","4616800","松崗水務有限公司","402臺中市南區五權南路175號1樓",""
