"SourceFile","RangeStartDate","RangeEndDate","AwardDate","AwardNoticeDate","TenderCaseNo","TenderName","TenderOrgName","TenderOrgAddr","ContactPerson","TenderTel","ProcurementType","ProcurementAttr","TenderAwardWay","TenderAwardPrice","BidderSuppName","BidderSuppAddr","NotObtainSuppName"
"award_20230101.xml","2023/01/01","2023/01/15","2023/01/04","2023/01/05","6531100084","電阻式比壓器&電壓平衡電驛","台灣電力股份有限公司輸變電工程處","100臺北市中正區牯嶺街73號","莊家誠","(02)23229816分機","公開招標","財物類","最低標","25987500","冠積企業有限公司","106臺北市大安區和平東路2段34號10樓",""
"award_20230101.xml","2023/01/01","2023/01/15","2023/01/04","2023/01/05","I8I113002","SIEMENS(原DRESSER RAND)往復式壓縮機","台灣中油股份有限公司","110臺北市信義區松仁路3號19樓","詹玉圓","(02)87258340分機","限制性招標(未經公開評選或公開徵求)","財物類","最低標","45874088","西門子能源股份有限公司","114臺北市內湖區洲子街65號9樓",""
"award_20230101.xml","2023/01/01","2023/01/15","2023/01/06","2023/01/10","B111904","600噸級以上巡防艦衛星通訊相關設備採購案","海洋委員會海巡署艦隊分署","251新北市淡水區中正路一段63巷20號","黃子源","(02)28053990分機362415","公開招標","財物類","最有利標","30450000","堃翊工程有限公司","830高雄市鳳山區南和街41巷14號","中華電信股份有限公司企業客戶分公司"
"award_20230101.xml","2023/01/01","2023/01/15","2023/01/09","2023/01/11","coop11108","112年度人行道改善工程委託設計技術服務(第一標、第二標)","臺北市政府工務局新建工程處","110臺北市信義區市府路一號南區五樓","張其惟","(02)27208889分機8060","經公開評選或公開徵求之限制性招標","勞務類","準用最有利標","15984184","恆康工程顧問股份有限公司","110臺北市信義區基隆路1段141號3樓之1","開巨技術顧問有限公司"
"award_20230101.xml","2023/01/01","2023/01/15","2023/01/06","2023/01/11","112AA023","112年度督察工作管理平臺維護及潛勢資料研析工作","行政院環境保護署","100臺北市中正區中華路一段83號","蕭一川;劉美玲","(04)22521718分機58703","經公開評選或公開徵求之限制性招標","勞務類","準用最有利標","11000000","環資國際有限公司","108臺北市萬華區中華路1段90號7樓",""
"award_20230101.xml","2023/01/01","2023/01/15","2023/01/05","2023/01/07","B31123201","112年度「女性創業飛雁計畫」","經濟部中小企業處","106臺北市大安區羅斯福路2段95號3樓","陳超傑","(02)23680816分機279","經公開評選或公開徵求之限制性招標","勞務類","準用最有利標","25000000","財團法人中山管理教育基金會","802高雄市苓雅區海邊路31號7樓之2",""
"award_20230101.xml","2023/01/01","2023/01/15","2023/01/09","2023/01/13","112B010P002","112年度北分局轄區邊坡監測及巡查委託技術服務工作(A項-木柵段)","交通部高速公路局北區養護工程分局","114臺北市內湖區成功路2段193巷12號","孫強森","(02)27936555分機2202","限制性招標(未經公開評選或公開徵求)","勞務類","最低標","9700000","富國技術工程股份有限公司","105臺北市松山區南京東路4段50號6樓之2",""
"award_20230101.xml","2023/01/01","2023/01/15","2023/01/12","2023/01/16","111-2-00107","111年至112年園區施工管理平台系統維運案","桃園國際機場股份有限公司","337桃園市大園區航站南路9號","羅小姐","(03)2733665分機","經公開評選或公開徵求之限制性招標","勞務類","準用最有利標","8907000","政威資訊顧問有限公司","220新北市板橋區文化路1段120號6樓之1",""
"award_20230101.xml","2023/01/01","2023/01/15","2023/01/07","2023/01/13","1110136951","大武工務段轄區112年度綠美化維護工作","交通部公路總局第三區養護工程處","920屏東縣潮州鎮光復路259號","養護科劉茹如","(08)7893456分機1206","公開招標","勞務類","最低標","6180000","人宇企業社","950臺東縣臺東市民生里寧波街二十一巷三十三號一樓",""
"award_20230101.xml","2023/01/01","2023/01/15","2023/01/12","2023/01/13","1112263C","112年度資料浮標系統及錨繫設備更新維護","交通部中央氣象局","100臺北市中正區公園路64號","麥先生","(02)23491198分機","公開招標","財物類","最低標","23080000","財團法人成大研究發展基金會","701臺南市東區大學路一號",""
"award_20230101.xml","2023/01/01","2023/01/15","2023/01/11","2023/01/17","112AA015","農地污染潛勢分區預防管理計畫","行政院環境保護署","100臺北市中正區中華路一段83號","謝菊蕙;蔡瑩蓉","(02)23832389分機8302;2451","經公開評選或公開徵求之限制性招標","勞務類","準用最有利標","8820000","瑞昶科技股份有限公司","802高雄市苓雅區海邊路65號2樓",""
"award_20230101.xml","2023/01/01","2023/01/15","2023/01/10","2023/01/31","111677G","護師鞋等4項乙組兩年單價開口契約","臺北榮民總醫院","112臺北市北投區石牌路2段201號","徐嘉蓮","(02)28712121分機7150","公開招標","財物類","最低標","7771456","美而堅實業有限公司","103臺北市大同區承德路3段103號1樓",""
"award_20230101.xml","2023/01/01","2023/01/15","2023/01/13","2023/01/17","112AA025","推動產業塑膠循環網絡專案工作計畫","行政院環境保護署","100臺北市中正區中華路一段83號","盧秀卿;江家慧","(02)23117722分機2632;2455","經公開評選或公開徵求之限制性招標","勞務類","準用最有利標","18350000","環科工程顧問股份有限公司","106臺北市大安區忠孝東路4段280號8樓",""
"award_20230101.xml","2023/01/01","2023/01/15","2023/01/13","2023/01/30","S112-S01","衛材招標案","國立成功大學醫學院附設醫院","704臺南市北區勝利路138號","張莉玟","(06)2353535分機2812","選擇性招標(個案)","財物類","最低標","59690264","裕利股份有限公司","10595臺北市松山區台北市松山區南京東路四段126號10樓","瑞玉國際有限公司"
"award_20230101.xml","2023/01/01","2023/01/15","2023/01/11","2023/01/12","UM111920","111-113年總分院內視鏡自動縫合槍及縫釘單價合約招標案","國立臺灣大學醫學院附設醫院","100臺北市中正區中山南路7號","蔡佳雯","(02)23123456分機62034","選擇性招標(個案)","財物類","最低標","49105440","集康國際股份有限公司","235新北市中和區中正路880號17樓之1",""
"award_20230101.xml","2023/01/01","2023/01/15","2023/01/09","2023/01/16","H11139","111年度一般及特殊環境用藥","高雄市政府環境保護局","833高雄市鳥松區澄清路834號","環衛科周芷歆；秘書室侯淑芳","(07)7351500分機2359","公開招標","財物類","最低標","2879500","煊德開發有限公司","717臺南市仁德區仁義里中正路二段848號1樓","澄朗興業有限公司"
"award_20230101.xml","2023/01/01","2023/01/15","2023/01/04","2023/01/30","LA111060","112年度生物安全第三等級實驗室、第二等級負壓實驗室、第二等級動物實驗室、潔淨室及細胞培養室維護","衛生福利部疾病管制署","100臺北市中正區林森南路六號6樓","董懿葶(02-27850513#801)/劉淑芬","(02)23959825分機3711","經公開評選或公開徵求之限制性招標","勞務類","準用最有利標","8640000","富特茂股份有限公司","231新北市新店區中正路四維巷8弄13號2樓",""
"award_20230101.xml","2023/01/01","2023/01/15","2023/01/04","2023/01/13","111A-098","「112年度社會住宅包租代管行銷宣導」委託專業服務案","內政部營建署","105臺北市松山區八德路二段342號","余欣倫","(02)87712900分機","經公開評選或公開徵求之限制性招標","勞務類","準用最有利標","9850000","士奇傳播整合行銷股份有限公司","110臺北市信義區基隆路2段51號9樓","東森新媒體控股股份有限公司"
"award_20230101.xml","2023/01/01","2023/01/15","2023/01/12","2023/01/19","112DA008","112-113年運送及危害預防相關系統建置及提升計畫","行政院環境保護署毒物及化學物質局","106臺北市大安區大安路2段132巷35弄1號","張雅筑","(02)23257399分機55219","經公開評選或公開徵求之限制性招標","勞務類","準用最有利標","16390000","振興發科技有限公司","100臺北市中正區中華路2段413號、415號2樓",""
"award_20230101.xml","2023/01/01","2023/01/15","2023/01/06","2023/01/19","11111-1110250716","112年度「紡織品整合行銷與商機開發計畫」","經濟部國際貿易局","100臺北市中正區湖口街一號","張靜茹/黃奕勝","(02)23977411分機411","經公開評選或公開徵求之限制性招標","勞務類","準用最有利標","47000000","財團法人中華民國紡織業拓展會","100臺北市中正區愛國東路22號",""
"award_20230101.xml","2023/01/01","2023/01/15","2023/01/10","2023/01/12","L0211P2124V","臺北機務段土壤及地下水污染整治工作","交通部臺灣鐵路管理局","100臺北市中正區北平西路3號5樓","履約楊先生(分機4301)/招標黃小姐(分機4900)","(02)23815226分機4301/4900","經公開評選或公開徵求之限制性招標","勞務類","準用最有利標","170970220","業興環境科技股份有限公司","815高雄市大社區三中路351號","艾奕康工程顧問股份有限公司"
"award_20230101.xml","2023/01/01","2023/01/15","2023/01/09","2023/01/10","111A292","111年推動創新網購循環服務專案工作計畫","行政院環境保護署","100臺北市中正區中華路一段83號","廖淑秋 許惠琮","(02)23705888分機3106 2456","經公開評選或公開徵求之限制性招標","勞務類","準用最有利標","5880000","財團法人工業技術研究院","310新竹縣竹東鎮中興路四段195號",""
"award_20230101.xml","2023/01/01","2023/01/15","2023/01/04","2023/01/05","112-4-1005","穿牆型四箱匣自動櫃員機設備413臺維護","中華郵政股份有限公司","106臺北市大安區金山南路2段55號","吳婉妤","(02)23921310分機2385","公開招標","勞務類","最低標","15993540","錢隆科技股份有限公司","221新北市汐止區新台五路1段99號20樓之5",""
"award_20230101.xml","2023/01/01","2023/01/15","2023/01/05","2023/01/09","109D010P005-CCO-01","國道1號後勁溪過水橋新建工程委託設計及監造暨專業技術顧問服務工作","交通部高速公路局南區養護工程分局","701臺南市東區裕農路991號","余哲瑋","(06)2363201分機2210","限制性招標(未經公開評選或公開徵求)","勞務類","最低標","8240000","美商美聯科技股份有限公司台灣分公司","104臺北市中山區南京東路3段208號8樓",""
"award_20230101.xml","2023/01/01","2023/01/15","2023/01/03","2023/01/04","111A294","112-113年度空氣品質監測儀器品保查核作業計畫","行政院環境保護署","100臺北市中正區中華路一段83號","邱景昆薦任技士 許惠琮","(02)23117722分機2358 2456","經公開評選或公開徵求之限制性招標","勞務類","準用最有利標","13700000","瑩諮科技股份有限公司","114臺北市內湖區瑞光路2號5樓",""
"award_20230101.xml","2023/01/01","2023/01/15","2023/01/04","2023/01/06","MP11025","微生物科用試劑4項(含設備)(開口契約)","高雄榮民總醫院","813高雄市左營區大中一路386號","宋小姐","(07)3422121分機75111","公開招標","財物類","最低標","22725360","瑞博企業有限公司","234新北市永和區中山路1段168號9樓",""
"award_20230101.xml","2023/01/01","2023/01/15","2023/01/10","2023/01/11","1111005S0195a112","112年度焚化爐歲修及爐床下方附屬設備、灰渣處理等設備維修勞務案","臺北市政府工務局","110臺北市信義區市府路1號南區3樓","吳雅真","(02)27208889分機1134","公開招標","勞務類","最低標","23348878","川竑實業有限公司","206基隆市七堵區自強里自強路10之3號4樓",""
"award_20230101.xml","2023/01/01","2023/01/15","2023/01/05","2023/01/06","SRPO-1120033","TPS 04A輻射屏蔽屋","財團法人國家同步輻射研究中心","30001新竹市東區新安路101號","王思丁","(03)5780281分機8405","公開招標","財物類","最低標","9586500","思法科技有限公司","320桃園市中壢區洽溪里民權路4段475號4樓","聯曜實業有限公司"
"award_20230101.xml","2023/01/01","2023/01/15","2023/01/05","2023/01/07","L0211P2097U","臺鐵電務智慧化提升計畫(號誌遠端狀態智慧化監控系統工程-委託規劃設計含監造技術服務)","交通部臺灣鐵路管理局","100臺北市中正區北平西路3號5樓","電務處黃金暄/材料處梁菱真","(02)23815226分機2224/4913","經公開評選或公開徵求之限制性招標","勞務類","準用最有利標","38743236","中興工程顧問股份有限公司","105臺北市松山區南京東路5段171號14樓",""
"award_20230101.xml","2023/01/01","2023/01/15","2023/01/05","2023/01/09","1031100059","鍍鋅方頭螺栓、鍍鋅全牙螺栓、碳鋼單眼螺栓一批","台灣電力股份有限公司","100臺北市中正區台北市羅斯福路三段242號","蔡秋月","(02)23667483分機2412","選擇性招標(建立合格廠商名單後續邀標)","財物類","最低標","17142582","得恩機電工業股份有限公司","824高雄市燕巢區安北路132號","謙隆企業股份有限公司"
"award_20230101.xml","2023/01/01","2023/01/15","2023/01/04","2023/01/06","112001","高雄市111學年度第2學期例假日暨112年暑假安心餐食數位票卡兌餐","高雄市立明華國民中學","804高雄市鼓山區明誠三路582號","洪敏勝","(07)5502001分機311","公開招標","財物類","最有利標","29069679","正忠排骨飯股份有限公司","807高雄市三民區正忠路63號1樓、65號1樓",""
"award_20230101.xml","2023/01/01","2023/01/15","2023/01/13","2023/01/19","112AA019","無機再生粒料於陸域工程應用及管理計畫","行政院環境保護署","100臺北市中正區中華路一段83號","許百竣;江家慧","(02)23117722分機2641;2455","經公開評選或公開徵求之限制性招標","勞務類","準用最有利標","18950000","環興科技股份有限公司","105臺北市松山區南京東路5段171號12樓",""
"award_20230101.xml","2023/01/01","2023/01/15","2023/01/11","2023/01/13","112AA031","事業廢棄物及產業用料輸出入管理計畫","行政院環境保護署","100臺北市中正區中華路一段83號","鄭書華;江家慧","(02)23117722分機2622;2455","經公開評選或公開徵求之限制性招標","勞務類","準用最有利標","7790000","環科工程顧問股份有限公司","106臺北市大安區忠孝東路4段280號8樓",""
"award_20230101.xml","2023/01/01","2023/01/15","2023/01/11","2023/01/12","112-4-1008","112年IBM主機及周邊設備硬體維護服務","中華郵政股份有限公司","106臺北市大安區金山南路2段55號","陳怡伶","(02)23921310分機2310","限制性招標(未經公開評選或公開徵求)","勞務類","最低標","41580000","台灣國際商業機器股份有限公司","110臺北市信義區松仁路7號3、4樓",""
"award_20230101.xml","2023/01/01","2023/01/15","2023/01/04","2023/01/11","111101711","2023年日本地區媒體採購案","交通部觀光局","106臺北市大安區忠孝東路4段290號9樓","翁嘉鞠","(02)23491500分機8427","經公開評選或公開徵求之限制性招標","勞務類","準用最有利標","48405500","電通邁格瑞博恩股份有限公司","110臺北市信義區松仁路100號9樓","株式會社日本經濟廣告社"
"award_20230101.xml","2023/01/01","2023/01/15","2023/01/12","2023/02/01","L11209","112年度木柵廠鍋爐及蒸汽系統相關設備之鍋爐水管牆及過熱管汰舊更新勞務案","臺北市政府環境保護局木柵垃圾焚化廠","116臺北市文山區木柵路五段五十三號","黃堃原","(02)22300800分機110","限制性招標(未經公開評選或公開徵求)","勞務類","最低標","24950000","臺田環工股份有限公司","114臺北市內湖區基湖路35巷16號7樓",""
"award_20230101.xml","2023/01/01","2023/01/15","2023/01/13","2023/01/19","PH11201","新竹縣新豐鄉埔和國小無障礙電梯設備更新財物採購","新竹縣新豊鄉埔和國民小學","304新竹縣新豐鄉埔和村466號","謝尚蓉","(03)5680096分機202","公開取得報價單或企劃書","財物類","參考最有利標精神","630000","六川電梯工業股份有限公司","500彰化縣彰化市彰南路1段300巷19號1樓","金立機電有限公司"
"award_20230101.xml","2023/01/01","2023/01/15","2023/01/11","2023/01/13","112AA028","推動產業資源循環及清理計畫","行政院環境保護署","100臺北市中正區中華路一段83號","鄧丕信;江家慧","(02)23117722分機2621;2455","經公開評選或公開徵求之限制性招標","勞務類","準用最有利標","6650000","環科工程顧問股份有限公司","106臺北市大安區忠孝東路4段280號8樓",""
"award_20230101.xml","2023/01/01","2023/01/15","2023/01/04","2023/01/05","C1111035","112年度中區污水處理廠定期維護及緊急修繕開口契約","高雄市政府水利局","830高雄市鳳山區光復路二段132號","設施管理科-胡茵婷","(07)3215929分機317","公開招標","勞務類","最低標","5978000","惠民實業股份有限公司","104臺北市中山區新生北路1段62巷1號1樓",""
"award_20230101.xml","2023/01/01","2023/01/15","2023/01/04","2023/01/06","112-4-1003","穿牆型四箱匣自動櫃員暨補摺機設備313臺維護","中華郵政股份有限公司","106臺北市大安區金山南路2段55號","丁鳴芳","(02)23921310分機2386","公開招標","勞務類","最低標","18800000","迪堡多富資訊股份有限公司","114臺北市內湖區民權東路6段160號5樓",""
"award_20230101.xml","2023/01/01","2023/01/15","2023/01/06","2023/01/07","111C039","PM2.5質量濃度手動採樣器採購案","行政院環境保護署","100臺北市中正區中華路一段83號","邱景昆 許惠琮","(02)23117722分機2358 2456","公開招標","財物類","最有利標","11546880","利得儀器股份有限公司","235新北市中和區建一路186號16樓之3",""
"award_20230101.xml","2023/01/01","2023/01/15","2023/01/05","2023/01/07","MDA1170016","112年桃廠管線設備配管長約工作","台灣中油股份有限公司","110臺北市信義區松仁路3號19樓","張家婕","(02)87258314分機","公開招標","勞務類","最低標","38815217","連佳城工程有限公司","338桃園市蘆竹區福祿一街99號4樓",""
"award_20230101.xml","2023/01/01","2023/01/15","2023/01/07","2023/01/11","112-4-2001","接軌國際財務報導準則第17號保險合約會計政策及作業流程顧問服務","中華郵政股份有限公司","106臺北市大安區金山南路二段五五號","曹浩峯","(02)23921310分機2317","經公開評選或公開徵求之限制性招標","勞務類","準用最有利標","19750000","安侯建業聯合會計師事務所","110臺北市信義區信義路5段7號68樓","安永聯合會計師事務所"
"award_20230101.xml","2023/01/01","2023/01/15","2023/01/06","2023/01/10","112AA036","汽車排氣污染導入科技監視及精進使用中車輛管理專案計畫","行政院環境保護署","100臺北市中正區中華路一段83號","尹心婕;劉美玲","(02)23117722分機6306;2468","經公開評選或公開徵求之限制性招標","勞務類","準用最有利標","10670000","財團法人車輛研究測試中心","505彰化縣鹿港鎮鹿工南七路6號",""
"award_20230101.xml","2023/01/01","2023/01/15","2023/01/04","2023/01/07","111-2-00161","112年1月份至6月份桃園國際機場責任保險","桃園國際機場股份有限公司","337桃園市大園區航站南路9號","羅小姐","(03)2733665分機","限制性招標(未經公開評選或公開徵求)","勞務類","最低標","9220000","臺灣產物保險股份有限公司","100臺北市中正區館前路49號8~9樓",""
"award_20230101.xml","2023/01/01","2023/01/15","2023/01/10","2023/01/11","111864Y","栓塞裝置二年單價開口契約","臺北榮民總醫院","112臺北市北投區石牌路2段201號","邱幼華","(02)28757244分機","公開招標","財物類","最低標","27484275","銀鐸實業有限公司","115臺北市南港區成功路1段32號4樓之1",""
"award_20230101.xml","2023/01/01","2023/01/15","2023/01/06","2023/01/11","H12026","112-113年高雄市空氣品質維護綜合管理計畫","高雄市政府環境保護局","833高雄市鳥松區澄清路834號","空噪科:吳青芳；秘書室:林宸億","(07)7351500分機2732","經公開評選或公開徵求之限制性招標","勞務類","準用最有利標","32699066","立境環境科技股份有限公司","807高雄市三民區博愛一路366號6樓",""
"award_20230101.xml","2023/01/01","2023/01/15","2023/01/12","2023/01/13","8111110200978","112年日月潭轄內污水處理廠暨周邊設施改善工程委託設計、監造案","交通部觀光局日月潭國家風景區管理處","555南投縣魚池鄉水社村中山路599號","石慧敏","(049)2855668分機1223","經公開評選或公開徵求之限制性招標","勞務類","準用最有利標","9390750","全盛環境科技有限公司","112臺北市北投區大業路616號",""
"award_20230101.xml","2023/01/01","2023/01/15","2023/01/12","2023/01/16","8111110200663","112年日月潭轄區設施及周邊環境設施改善工程設計監造案","交通部觀光局日月潭國家風景區管理處","555南投縣魚池鄉水社村中山路599號","陳郁勳","(049)2855668分機1222","經公開評選或公開徵求之限制性招標","勞務類","準用最有利標","8873600","旺揚工程顧問有限公司","406臺中市北屯區祥順路一段421號",""
"award_20230101.xml","2023/01/01","2023/01/15","2023/01/04","2023/01/12","112111109","智慧機械產業智慧升級與國際鏈結計畫","經濟部工業局","106臺北市大安區信義路3段41之3號","楊秀敏","(02)27541255分機3415","經公開評選或公開徵求之限制性招標","勞務類","準用最有利標","94700000","財團法人工業技術研究院","310新竹縣竹東鎮中興路四段195號",""
