SourceFile,RangeStartDate,RangeEndDate,AwardDate,AwardNoticeDate,TenderCaseNo,TenderName,TenderOrgName,TenderOrgAddr,ContactPerson,TenderTel,ProcurementType,ProcurementAttr,TenderAwardWay,TenderAwardPrice,BidderSuppName,BidderSuppAddr,NotObtainSuppName
award_20210402.xml,2021/04/16,2021/04/30,2021/04/26,2021/04/29,CGA110002,海巡廣域網路及核心區域網路設備汰換計畫,海洋委員會海巡署,116臺北市文山區興隆路三段296號,劉家欽,(02)22399201分機266423,公開招標,財物類,最有利標,314330000,遠傳電信股份有限公司,106臺北市大安區敦化南路2段207號28樓,中華電信股份有限公司企業客戶分公司
award_20210402.xml,2021/04/16,2021/04/30,2021/04/28,2021/04/29,110TC017F,光纖型與無線網路設備一批,臺北榮民總醫院,112臺北市北投區石牌路2段201號,王玫淳,(02)28757250分機,公開招標,財物類,最低標,30903000,永磐科技股份有限公司,114臺北市內湖區瑞光路478巷18弄20號3樓,
award_20210402.xml,2021/04/16,2021/04/30,2021/04/29,2021/05/04,10902347,整合性資安監控中心建置案,財政部財政資訊中心,110臺北市信義區忠孝東路4段547號,林碧桃,(02)27631833分機1289,限制性招標(經公開評選或公開徵求),勞務類,準用最有利標,95784035,安碁資訊股份有限公司,110臺北市信義區忠孝東路4段563號8樓,關貿網路股份有限公司
award_20210501.xml,2021/05/01,2021/05/15,2021/05/04,2021/05/05,CGA110020,110-111年資安防護管理中心暨資安服務管理維護,海洋委員會海巡署,116臺北市文山區興隆路三段296號,劉家欽,(02)22399201分機266423,公開招標,勞務類,最有利標,6120000,遠傳電信股份有限公司系統整合分公司,114臺北市內湖區瑞光路218號3樓,安碁資訊股份有限公司
award_20210501.xml,2021/05/01,2021/05/15,2021/05/07,2021/05/10,110-4-1062,110年租用網際網路不同路由固接專線電路5年,中華郵政股份有限公司,106臺北市大安區金山南路2段55號,許建成,(02)23921310分機2315,公開招標,財物類,最低標,5284000,中華電信股份有限公司企業客戶分公司,106臺北市大安區信義路4段88號16樓,台灣固網股份有限公司
award_20210501.xml,2021/05/01,2021/05/15,2021/05/13,2021/05/18,110-3-00008,110年骨幹及辦公網路改善,桃園國際機場股份有限公司,337桃園市大園區航站南路9號,徐小姐,(03)2733699分機,公開招標,財物類,最有利標,9900000,華電聯網股份有限公司,221新北市汐止區新台五路1段108號11樓,亞太電信股份有限公司
award_20210501.xml,2021/05/01,2021/05/15,2021/05/14,2021/06/08,11004800640,經濟部110年共構資料中心網路與資訊服務平台優化專案,經濟部,100臺北市中正區福州街15號,施佳伶,(02)23212200分機8702,限制性招標(經公開評選或公開徵求),勞務類,準用最有利標,18530000,台灣源訊科技股份有限公司,105臺北市松山區民生東路3段100號5樓,
award_20210502.xml,2021/05/16,2021/05/31,2021/05/21,2021/05/25,CGA110003,110-119年資安防護系統軟、硬體設備籌建計畫,海洋委員會海巡署,116臺北市文山區興隆路三段296號,李銘坤,(02)22399201分機266426,公開招標,財物類,最有利標,160200000,遠傳電信股份有限公司系統整合分公司,114臺北市內湖區瑞光路218樓,
award_20210601.xml,2021/06/01,2021/06/15,2021/06/01,2021/06/07,1100427P0035,臺北市教育網路中心暨親師生平臺資訊設備採購案,臺北市政府,110臺北市信義區巿府路一號3樓,潘珮榆,(02)27208889分機1144,公開招標,財物類,最低標,29236200,力麗科技股份有限公司,104臺北市中山區松江路162號11樓,采誠科技股份有限公司
award_20210601.xml,2021/06/01,2021/06/15,2021/06/09,2021/06/10,110-4-1104,網路暨行動投保服務(行動投保系統)應用軟體增修暨維護,中華郵政股份有限公司,106臺北市大安區金山南路2段55號,李麗萍,(02)23214311分機2305,限制性招標(未經公開評選或公開徵求),勞務類,最低標,6125000,精誠資訊股份有限公司,114臺北市內湖區瑞光路318號,
award_20210601.xml,2021/06/01,2021/06/15,2021/06/09,2021/06/11,WRA11002,110年度網路安全改善主機房伺服器虛擬化執行計畫,經濟部水利署第十河川局,220新北市板橋區四川路2段橋頭1號,王仲豪,(02)89669870分機2407,公開招標,財物類,最有利標,7740000,鴻名企業股份有限公司,110臺北市信義區東興路59號6樓,大塊系統工程股份有限公司
award_20210602.xml,2021/06/16,2021/06/30,2021/06/22,2021/06/23,110042813,行政院主計總處「110年資安暨個資管理制度精進服務案」勞務採購案。,行政院主計總處,100臺北市中正區台北市忠孝東路一段一號,王心怡,(02)33567537分機,經公開評選或公開徵求之限制性招標,勞務類,準用最有利標,1855000,安侯企業管理股份有限公司,110臺北市信義區信義路5段7號68樓,
award_20210602.xml,2021/06/16,2021/06/30,2021/06/25,2021/06/29,MOFA110084BC,居家辦公網路專線及雲端辦公服務租用案(開口契約),外交部,100臺北市中正區凱達格蘭大道2號,李旻瑾,(02)23482014分機,限制性招標(未經公開評選或公開徵求),財物類,最低標,19153200,中華電信股份有限公司國際電信分公司,106臺北市大安區愛國東路31號,
award_20210602.xml,2021/06/16,2021/06/30,2021/06/28,2021/06/29,110-6-59,國際郵件追踨查詢系統網路使用,中華郵政股份有限公司,106臺北市大安區金山南路2段55號,吳婉妤,(02)23921310分機2385,限制性招標(未經公開評選或公開徵求),勞務類,最低標,110000000,天河電訊股份有限公司,103臺北市大同區鄭州路139號3樓,
award_20210602.xml,2021/06/16,2021/06/30,2021/06/28,2021/06/29,N110051401,110至111年資料中心基礎設施暨資安維運案,經濟部加工出口區管理處,811高雄市楠梓區加昌路600號,湯惠茗,(07)3611212分機519,經公開評選或公開徵求之限制性招標,勞務類,準用最有利標,79356000,駿永資訊科技股份有限公司,100臺北市中正區北平東路30號5樓,
award_20210602.xml,2021/06/16,2021/06/30,2021/06/29,2021/07/07,NCCW110014,110年下半年至111年上半年改善偏遠之隔離檢疫所網路收訊採購案,國家通訊傳播委員會,100臺北市中正區仁愛路1段50號,詹德偉,(02)33438737分機,限制性招標(未經公開評選或公開徵求),財物類,最低標,34523160,中華電信股份有限公司企業客戶分公司,100臺北市中正區信義路1段21之3號,
award_20210701.xml,2021/07/01,2021/07/15,2021/07/07,2021/08/06,110071,110年度高雄市公有路邊停車費以網路或手機代收服務案,高雄市政府交通局,800高雄市新興區中正三路二十五號8樓,孫道萍,(07)2299825分機355,公開招標,勞務類,最低標,19530000,台灣大哥大股份有限公司系統整合分公司,106臺北市大安區台北市大安區敦化南路一段111號8樓,
award_20210701.xml,2021/07/01,2021/07/15,2021/07/09,2021/08/03,W1100408,法務部所屬矯正機關110年網路防火牆更新整體委外案,法務部,100臺北市中正區重慶南路一段130號,趙偉成,(02)21910189分機2621,經公開評選或公開徵求之限制性招標,勞務類,準用最有利標,8880000,凌群電腦股份有限公司,108臺北市萬華區峨眉街115號6樓,
award_20210701.xml,2021/07/01,2021/07/15,2021/07/12,2021/07/22,E110032,國立陽明交通大學學術網路暨友校國際連線服務案,國立陽明交通大學,30001新竹市東區大學路1001號購運組,張慧君,(03)5712121分機52106,經公開評選或公開徵求之限制性招標,勞務類,準用最有利標,19700000,台灣恩悌悌系統股份有限公司,105臺北市松山區南京東路5段188號14樓,中華電信股份有限公司國際電信分公司
award_20210701.xml,2021/07/01,2021/07/15,2021/07/12,2021/07/21,E110031,國立陽明交通大學學術網路暨友校國內專屬骨幹網路連線服務案,國立陽明交通大學,30001新竹市東區大學路1001號購運組,張慧君,(03)5712121分機52106,經公開評選或公開徵求之限制性招標,勞務類,準用最有利標,23820000,中華電信股份有限公司臺灣北區電信分公司,100臺北市中正區仁愛路1段42號,
award_20210702.xml,2021/07/16,2021/07/31,2021/07/20,2021/07/21,110-4-1128,網際網路自動櫃員機系統應用軟體增修暨維護服務,中華郵政股份有限公司,106臺北市大安區金山南路2段55號,王雪芬,(02)23921310分機2320,限制性招標(未經公開評選或公開徵求),勞務類,最低標,9388000,網際威信股份有限公司,114臺北市內湖區港墘路200號7樓,
award_20210702.xml,2021/07/16,2021/07/31,2021/07/21,2021/07/23,110-4-1120,網路郵局系統應用軟體增修暨維護,中華郵政股份有限公司,106臺北市大安區金山南路2段55號,劉佳憲,(02)23921310分機2303,限制性招標(未經公開評選或公開徵求),勞務類,最低標,12005000,康和資訊系統股份有限公司,114臺北市內湖區瑞光路318號5樓,
award_20210702.xml,2021/07/16,2021/07/31,2021/07/21,2021/07/22,TH100060,電腦端點資安偵測與回應系統三年期1式,國立臺灣大學醫學院附設醫院,100臺北市中正區中山南路7號,孫新詠,(02)23123456分機62049,經公開評選或公開徵求之限制性招標,勞務類,準用最有利標,61652000,中孚科技股份有限公司,114臺北市內湖區行忠路57號6樓,技成科技股份有限公司
award_20210702.xml,2021/07/16,2021/07/31,2021/07/22,2021/07/23,A1100712-2,大學申請入學介接學習歷程資料庫磁碟陣列及網路設備採購案,國立中正大學,621嘉義縣民雄鄉大學路168號,李惠淑,(05)2720411分機13208,公開招標,財物類,最低標,35500000,敦陽科技股份有限公司,30003新竹市北區東大路2段83號12樓之1,
award_20210702.xml,2021/07/16,2021/07/31,2021/07/28,2021/07/30,1100526S0093,110年度臺北市政府市政資訊網路暨機房設施管理維運整體委託服務案,臺北市政府,110臺北市信義區市府路1號3樓南區,廖心蘭,(2720)8889分機1135,經公開評選或公開徵求之限制性招標,勞務類,準用最有利標,28500000,宏碁雲架構服務股份有限公司,110臺北市信義區基隆路一段176號11樓之1,
award_20210702.xml,2021/07/16,2021/07/31,2021/07/28,2021/07/30,11000121,110年財政部財政資訊中心網路資安設備採購案,財政部財政資訊中心,110臺北市信義區忠孝東路4段547號,林碧桃,(02)27631833分機1289,公開招標,財物類,最有利標,126406000,中華電信股份有限公司企業客戶分公司,100臺北市中正區信義路1段21之3號,凌群電腦股份有限公司
award_20210801.xml,2021/08/01,2021/08/15,2021/08/06,2021/08/12,11031,ISMS維運及資安整備案,行政院農業委員會農糧署,100臺北市中正區杭州南路一段15號,高庭芳(採購單位)/劉博文(請購單位),(02)23937231分機111/709,經公開評選或公開徵求之限制性招標,勞務類,準用最有利標,4800000,漢昕科技股份有限公司,406臺中市北屯區文心路三段1023號11樓,
award_20210802.xml,2021/08/16,2021/08/31,2021/08/17,2021/08/27,11014520740,「110年網路駭侵鑑識分析調查平臺設備擴充及延長授權」採購案,法務部調查局,231新北市新店區中華路74號,黃先生,(02)29112241分機2965,限制性招標(未經公開評選或公開徵求),財物類,最低標,10800000,凌群電腦股份有限公司,108臺北市萬華區峨眉街115號6樓,
award_20210802.xml,2021/08/16,2021/08/31,2021/08/26,2021/08/27,111-4-1001,111年租賃核心網路及責任局網路設備,中華郵政股份有限公司,106臺北市大安區金山南路2段55號,劉佳憲,(02)23921310分機2303,限制性招標(未經公開評選或公開徵求),財物類,最低標,40450000,駿永資訊科技股份有限公司,100臺北市中正區北平東路30號5樓,聚誠國際股份有限公司
award_20210802.xml,2021/08/16,2021/08/31,2021/08/31,2021/09/02,1100823,110年度電腦主機及網路設備採購案,財政部國有財產署,106臺北市大安區光復南路116巷18號,古建廷,(02)27718121分機2422,公開招標,財物類,最低標,6460000,精誠科技整合股份有限公司,114臺北市內湖區瑞光路318號6樓,
award_20210901.xml,2021/09/01,2021/09/15,2021/09/02,2021/09/03,1100617P0043,110年網路設備租賃案,臺北市政府,110臺北市信義區市府路1號3樓南區,廖心蘭,(2720)8889分機1135,公開招標,財物類,最有利標,51796920,東豐科技股份有限公司,221新北市汐止區湖前街110巷97弄3號,宏碁雲架構服務股份有限公司
award_20210901.xml,2021/09/01,2021/09/15,2021/09/03,2021/09/08,110047,本局資訊中心機房網路升級服務案(The upgradation of thb-IDC intranet service),交通部公路總局,108臺北市萬華區東園街65號,資訊室劉仁宇#5831，工務組陳昭良,(02)23070123分機5502,公開招標,財物類,最有利標,17300000,精誠科技整合股份有限公司,114臺北市內湖區瑞光路318號6樓,神通資訊科技股份有限公司
award_20210901.xml,2021/09/01,2021/09/15,2021/09/03,2021/09/06,1100815,110~114年度「核心網路交換器暨系統主機功能強化資訊服務計畫」,經濟部工業局,106臺北市大安區台北市信義路3段41之3號,楊秀敏,(02)27541255分機3415,經公開評選或公開徵求之限制性招標,勞務類,準用最有利標,9600000,新加坡商網達先進科技有限公司台灣分公司,105臺北市松山區民生東路3段109號13樓,
award_20210901.xml,2021/09/01,2021/09/15,2021/09/08,2021/09/11,110045,111、112年中華郵政臨櫃代收、郵政儲金帳戶約定扣款、語音、網路即時轉帳繳納各項公路監理資費,交通部公路總局,108臺北市萬華區東園街65號,黃千惠,(02)23070123分機5504,限制性招標(未經公開評選或公開徵求),勞務類,最低標,35070000,中華郵政股份有限公司,106臺北市大安區永康里金山南路2段55號,
award_20210901.xml,2021/09/01,2021/09/15,2021/09/09,2021/09/17,11014521720,「110年網路鑑識與網路安全監控系統擴充」採購案,法務部調查局,231新北市新店區中華路74號,游先生,(02)29112241分機2961,限制性招標(未經公開評選或公開徵求),勞務類,最低標,5900000,中華電信股份有限公司企業客戶分公司,100臺北市中正區信義路4段88號16樓,
award_20210901.xml,2021/09/01,2021/09/15,2021/09/11,2021/09/13,1100830,國有公用財產管理系統網路版營運服務案,財政部國有財產署,106臺北市大安區光復南路116巷18號,古建廷,(02)27718121分機2422,經公開評選或公開徵求之限制性招標,勞務類,準用最有利標,8070000,關貿網路股份有限公司,115臺北市南港區三重路19之13號6樓,
award_20210902.xml,2021/09/16,2021/09/30,2021/09/28,2021/09/29,110-4-1162,網際網路金融交易跨行支付平臺系統應用軟體增修暨維護服務,中華郵政股份有限公司,106臺北市大安區金山南路2段55號,劉佳憲,(02)23921310分機2303,限制性招標(未經公開評選或公開徵求),勞務類,最低標,9200000,網際威信股份有限公司,114臺北市內湖區港墘路200號7樓,
award_20211001.xml,2021/10/01,2021/10/15,2021/10/14,2021/10/15,111-4-1005,111年租賃支局網路設備(第1期),中華郵政股份有限公司,106臺北市大安區金山南路2段55號,陳怡伶,(02)23921310分機2310,限制性招標(未經公開評選或公開徵求),財物類,最低標,160000000,駿永資訊科技股份有限公司,100臺北市中正區北平東路30號5樓,
award_20211002.xml,2021/10/16,2021/10/31,2021/10/19,2021/10/22,110-3-00036,110年伺服器資安紀錄保存與虛擬化儲存設備擴充案,桃園國際機場股份有限公司,337桃園市大園區航站南路9號,徐小姐,(03)2733699分機,公開招標,財物類,最低標,8020000,華經科技股份有限公司,114臺北市內湖區行愛路78巷25號4樓,
award_20211002.xml,2021/10/16,2021/10/31,2021/10/22,2021/10/26,1110801,111~113年度網路防火牆功能強化資訊服務計畫,經濟部工業局,106臺北市大安區台北市信義路3段41之3號,楊秀敏,(02)27541255分機3415,經公開評選或公開徵求之限制性招標,勞務類,準用最有利標,7645700,豪勉科技股份有限公司,103臺北市大同區承德路1段70號3樓,駿永資訊科技股份有限公司
award_20211002.xml,2021/10/16,2021/10/31,2021/10/22,2021/10/26,1110802,111年度資通安全防護暨網路系統維護服務計畫,經濟部工業局,106臺北市大安區台北市信義路3段41之3號,楊秀敏,(02)27541255分機3415,經公開評選或公開徵求之限制性招標,勞務類,準用最有利標,17700100,博鉅資訊股份有限公司,221新北市汐止區新台五路1段97號23樓,
award_20211002.xml,2021/10/16,2021/10/31,2021/10/27,2021/10/29,111TC007F,網路設備汰換及擴充,臺北榮民總醫院,112臺北市北投區石牌路2段201號,王玫淳,(02)28757250分機,公開招標,財物類,最低標,14553900,永磐科技股份有限公司,114臺北市內湖區瑞光路478巷18弄20號3樓,
award_20211002.xml,2021/10/16,2021/10/31,2021/10/29,2021/11/05,1102208C,軟體定義網路建置採購案,交通部中央氣象局,100臺北市中正區公園路64號,蔡先生(氣象資訊中心),(02)23491294分機,公開招標,財物類,最有利標,11000000,新加坡商網達先進科技有限公司台灣分公司,105臺北市松山區民生東路3段109號13樓,
award_20211101.xml,2021/11/01,2021/11/15,2021/11/05,2021/11/15,11056,110年資安設備及雲端郵件系統授權更新維護案,行政院農業委員會農糧署,100臺北市中正區杭州南路一段15號,高庭芳(採購單位)劉博文(需求單位),(02)23937231分機111/709,公開招標,財物類,最低標,9700000,逸盈科技股份有限公司,105臺北市松山區八德路4段760號7樓,
award_20211101.xml,2021/11/01,2021/11/15,2021/11/10,2021/11/16,its111-001,「111年歐亞國際網路專線服務」採購案,中央研究院,115臺北市南港區研究院路2段128號,張康菁,(02)27898874分機,公開招標,勞務類,最有利標,47000000,中華電信股份有限公司企業客戶分公司,106臺北市大安區信義路4段88號16樓,
award_20211102.xml,2021/11/16,2021/11/30,2021/11/18,2021/12/06,111ZZ04,111年度第四代M化網路偵查系統維護案,內政部警政署刑事警察局,110臺北市信義區忠孝東路4段553巷5號,江唐瑋,(02)27678114分機,限制性招標(未經公開評選或公開徵求),勞務類,最低標,6316800,怡德視訊股份有限公司,106臺北市大安區建國南路1段336號4樓,
award_20211102.xml,2021/11/16,2021/11/30,2021/11/22,2021/11/24,1100914P0057,臺北市教育網路中心骨幹分流設備及其他資訊設備採購案,臺北市政府工務局,110臺北市信義區市府路1號南區3樓,廖函詩,(02)27208889分機1128,公開招標,財物類,最有利標,15550000,安碁資訊股份有限公司,110臺北市信義區忠孝東路4段563號8樓,大同股份有限公司
award_20211102.xml,2021/11/16,2021/11/30,2021/11/30,2021/12/03,A11114001,數位網路電話交換機系統租賃案,經濟部中小企業處,106臺北市大安區羅斯福路2段95號3樓,陳超傑,(02)23686858分機279,公開招標,財物類,最有利標,6254976,中華電信股份有限公司企業客戶分公司,106臺北市大安區信義路四段88號16樓,陞陽科技事業股份有限公司
award_20211102.xml,2021/11/16,2021/11/30,2021/11/30,2021/12/02,L0210P1124S,111年網路系統軟、硬體設備維護案,交通部臺灣鐵路管理局,100臺北市中正區北平西路3號5樓,企劃處余先生/材料處薛小姐,(02)23815226分機2694/4903,公開招標,勞務類,最低標,15316560,以叡科技股份有限公司,242新北市新莊區中山路1段109號5樓之3,紘瑒科技股份有限公司
award_20211201.xml,2021/12/01,2021/12/15,2021/12/01,2021/12/02,1100144715,教育部因應疫情第2次租用無線網路分享器開口契約採購案,教育部,100臺北市中正區中山南路5號,許秝邦,(02)77129089分機,公開招標,財物類,最低標,9225000,桔豐科技股份有限公司,110臺北市信義區信義路5段109號地下1樓,
award_20211201.xml,2021/12/01,2021/12/15,2021/12/02,2021/12/06,110102513,行政院主計總處「110年無線網路設備汰換暨軟體採購案」財物採購案。,行政院主計總處,100臺北市中正區台北市忠孝東路一段一號,王心怡,(02)33567537分機,公開招標,財物類,最有利標,6832500,永磐科技股份有限公司,114臺北市內湖區瑞光路478巷18弄20號3樓,大同世界科技股份有限公司
award_20211201.xml,2021/12/01,2021/12/15,2021/12/07,2021/12/09,NARL-S-111001,111年資安暨智慧科技研發大樓機電設備維護,財團法人國家實驗研究院,106臺北市大安區和平東路2段106號3樓,李美玲,(06)3032550分機2012,公開招標,勞務類,最低標,6250000,正霖空調工程有限公司,745臺南市安定區港口里港口345之21號,
award_20211201.xml,2021/12/01,2021/12/15,2021/12/10,2021/12/24,W1101005,法務部111年度資安網路技術及電腦機房設備操作監控委外服務案,法務部,100臺北市中正區重慶南路一段130號,趙偉成,(02)21910189分機2621,經公開評選或公開徵求之限制性招標,勞務類,準用最有利標,5900000,東詣科技股份有限公司,110臺北市信義區光復南路495號10樓,
award_20211202.xml,2021/12/16,2021/12/31,2021/12/17,2021/12/28,C-11101001,資安監控暨設備維護委外服務採購案,內政部空中勤務總隊,231新北市新店區北新路3段200號10樓,周彥均,(02)89111100分機706,經公開評選或公開徵求之限制性招標,勞務類,準用最有利標,5700000,展昇資訊股份有限公司,408臺中市南屯區公益路二段61號4樓之1,
award_20211202.xml,2021/12/16,2021/12/31,2021/12/21,2021/12/30,1101102A,110年「文化數據智能分析與決策輔助計畫之資料儲存設備及儲存區域網路交換器採購案」,文化部,242新北市新莊區中平路439號南棟13樓,張志誠,(02)85126674分機,公開招標,財物類,最低標,5880000,展昇資訊股份有限公司,408臺中市南屯區公益路二段61號4樓之1,廣六科技有限公司
award_20211202.xml,2021/12/16,2021/12/31,2021/12/23,2022/01/04,11105,111-112年網路申辦服務系統維護委外服務採購案,臺北市政府資訊局,110臺北市信義區市府路1號10樓,張家凱(業務單位：楊媛婷；分機2856),(02)27208889分機2886,經公開評選或公開徵求之限制性招標,勞務類,準用最有利標,4972000,昕力資訊股份有限公司,114臺北市內湖區瑞光路437號3樓,
award_20211202.xml,2021/12/16,2021/12/31,2021/12/27,2022/01/07,11004801610,「111年整體網路與站點管理維運案」,經濟部,100臺北市中正區福州街15號,施佳伶,(02)23212200分機8702,經公開評選或公開徵求之限制性招標,勞務類,準用最有利標,10780000,永磐科技股份有限公司,114臺北市內湖區瑞光路478巷18弄20號3樓,
award_20211202.xml,2021/12/16,2021/12/31,2021/12/28,2021/12/30,110LM0155X,110-112年全局網路擴充及更新案,交通部臺灣鐵路管理局,100臺北市中正區北平西路3號5樓,謝季融/謝馨儀,(02)23815226分機4388/2384,公開招標,財物類,最低標,264140100,國眾電腦股份有限公司,114臺北市內湖區陽光街298號3樓,
award_20211202.xml,2021/12/16,2021/12/31,2021/12/29,2021/12/30,CLH-11102,內政部警政署111年度電腦、網路及周邊等設備維護服務案,內政部警政署,100臺北市中正區忠孝東路1段7號,趙令宏,(02)23219011分機6315,經公開評選或公開徵求之限制性招標,勞務類,準用最有利標,34218868,精誠科技整合股份有限公司,114臺北市內湖區瑞光路318號6樓,
award_20211202.xml,2021/12/16,2021/12/31,2021/12/29,2021/12/30,CLH-11101,內政部警政署111年度資安設備維護暨技術服務委託案,內政部警政署,100臺北市中正區忠孝東路1段7號,趙令宏,(02)23219011分機6315,公開招標,勞務類,最低標,17000000,精誠科技整合股份有限公司,114臺北市內湖區瑞光路318號6樓,
